price,carat,table,cut,color,clarity,size
1781,0.53,56.0,5,3,7,87.924056
2040,0.59,54.0,4,4,6,97.64617199999999
1415,0.5,58.0,4,6,3,81.67420800000001
3033,0.7,58.0,2,7,4,112.267368
2246,0.52,57.0,5,5,4,85.300614
811,0.37,57.0,5,6,4,59.92838399999999
3192,0.91,59.0,2,3,4,136.375528
2161,0.75,56.0,5,1,5,122.69848499999998
499,0.3,55.0,5,6,3,49.78287600000001
800,0.38,59.0,3,5,4,61.65506200000001
2046,0.58,57.0,5,6,5,94.10114999999999
743,0.33,59.0,4,3,5,54.38899200000001
844,0.3,55.0,5,6,4,48.953841999999995
3540,1.01,59.0,1,5,2,162.4875
6504,1.09,56.0,4,4,4,181.88423
2944,0.74,58.0,3,3,6,121.1301
6782,1.04,59.0,4,5,4,167.02339500000002
8638,1.0,62.0,3,6,6,162.06848
12702,1.5,56.0,5,3,5,244.53430200000003
5671,1.22,58.0,4,2,3,199.12099999999998
1602,0.5,58.0,3,7,4,81.030785
2357,0.7,59.0,4,7,3,117.725056
4405,1.15,58.0,3,2,2,187.29859200000004
1008,0.43,57.0,5,4,5,70.53063999999999
774,0.37,55.0,3,3,7,61.30696
2516,0.7,57.0,5,5,3,114.91375000000001
4128,0.91,58.0,4,3,4,146.849085
3122,0.72,56.0,5,3,4,117.906488
654,0.4,55.0,5,2,3,66.41748
844,0.3,59.0,4,6,4,50.10642000000001
357,0.23,57.0,2,5,4,37.426176
2716,0.82,59.0,4,2,4,134.276643
3626,1.01,58.0,2,4,2,161.47605499999997
2590,0.71,58.0,5,3,5,116.65344599999999
844,0.3,55.0,5,6,4,49.871808
17898,2.0,55.0,2,4,4,317.215704
1151,0.41,55.0,5,4,7,67.12076
2743,0.71,58.0,4,6,3,115.53759
13355,2.19,60.0,4,1,2,353.392875
862,0.3,57.0,5,6,7,48.840259999999994
561,0.32,54.0,3,3,5,53.189892
730,0.33,55.0,5,4,6,55.270103999999996
1043,0.4,57.0,5,7,5,65.63667600000001
2534,0.81,58.0,2,3,3,124.73339099999998
5019,0.71,56.0,5,5,7,118.13497999999997
2561,0.73,57.0,5,2,7,120.63669200000001
1813,0.53,54.0,5,6,4,86.43348
489,0.31,57.0,3,2,5,49.921920000000014
7550,1.53,58.0,5,1,4,247.93166999999997
655,0.32,56.0,5,2,8,53.018240000000006
3238,0.71,56.0,5,6,5,119.4336
13530,1.52,60.0,4,5,4,256.26675
3088,1.01,53.0,3,1,2,160.67468499999995
17176,1.5,56.0,5,4,6,249.83003499999998
6383,1.24,58.0,4,2,6,203.41691499999996
2247,0.7,62.0,2,7,2,110.531025
5412,1.17,56.0,5,7,2,190.96139
6443,1.27,58.0,3,2,4,201.41123600000003
872,0.31,54.0,5,6,4,52.106796
2675,0.73,60.0,3,5,3,116.71027199999997
1906,0.52,55.0,5,4,6,84.90496000000002
12770,2.23,61.0,4,1,2,362.8548
1590,0.59,60.0,4,3,4,96.59253000000001
7370,1.52,56.0,2,1,4,246.195642
2735,0.71,56.0,4,4,4,116.43446999999999
6439,1.01,58.0,3,5,5,163.07882399999997
4840,1.07,55.0,5,3,2,177.24463999999998
2396,0.72,57.0,1,4,5,113.85864
11209,1.06,56.0,5,7,6,174.31604399999998
461,0.3,57.0,5,5,3,49.321915999999995
868,0.33,57.0,5,6,6,53.454492
7691,1.26,56.0,5,3,5,209.60811299999997
2109,0.7,61.0,2,5,2,114.654516
956,0.34,58.0,4,6,4,55.000665
2629,0.82,58.0,4,3,2,136.48273600000002
898,0.38,56.0,5,3,4,61.284762
559,0.32,55.0,5,6,3,53.21316
8889,1.78,58.0,4,1,2,291.29875999999996
3061,0.9,56.0,3,1,3,146.685214
421,0.32,61.0,3,2,3,52.990956000000004
1913,0.52,56.0,3,4,7,86.043944
2282,0.7,58.0,2,4,4,115.29533200000002
1410,0.5,57.0,2,4,4,79.724232
4872,1.2,56.0,4,2,3,193.17240800000002
12613,1.21,58.0,5,5,7,198.36924800000003
816,0.31,58.0,4,6,6,51.443099999999994
13587,2.01,62.0,2,2,3,315.38473999999997
446,0.35,55.0,5,1,4,58.17374399999999
8951,1.39,61.0,3,3,4,231.27469399999998
612,0.34,59.0,4,3,3,55.794599999999996
1552,0.59,56.0,3,3,4,96.74216100000001
965,0.33,55.0,5,4,6,54.014168000000005
17245,2.02,54.0,5,3,3,330.10335000000003
760,0.4,57.0,3,4,5,65.390976
4227,1.0,60.0,4,4,2,159.21989999999997
4045,0.91,59.0,4,4,3,146.18304000000003
714,0.34,54.0,5,6,3,56.12085
7638,1.55,58.0,4,1,3,251.07904000000005
1199,0.4,56.0,5,4,8,65.794518
603,0.41,57.0,5,5,2,66.07785599999998
9335,1.28,58.0,4,4,5,213.216861
943,0.43,57.0,5,4,5,70.53063999999999
8820,1.5,61.0,4,2,4,241.43196
17753,2.56,58.0,5,1,3,410.66967600000004
887,0.35,56.0,5,4,7,58.30131800000001
1264,0.43,55.0,5,7,5,71.09469499999999
421,0.32,61.0,3,2,3,51.79680000000002
2155,0.59,57.0,3,4,6,95.240768
10819,1.51,58.0,2,3,5,248.014872
648,0.32,54.0,5,2,5,52.253292
666,0.37,58.0,4,3,3,60.14735999999999
684,0.32,55.0,3,5,3,53.26156
11998,1.57,57.0,3,5,3,262.2266
6971,1.71,54.0,2,5,2,273.80444
3190,0.92,60.0,4,2,3,146.608758
11233,1.1,56.0,4,7,6,181.03959999999998
1689,0.52,55.0,5,6,4,87.6928
3172,0.93,58.1,1,4,2,144.23520000000002
2093,0.51,56.0,5,5,6,85.058391
1041,0.35,56.0,5,4,8,58.044484
761,0.42,54.0,5,7,3,70.802424
4051,0.91,60.0,4,7,2,150.32596800000002
2373,0.7,58.0,3,5,3,112.39545000000003
13582,1.61,60.0,4,7,3,262.87102799999997
1009,0.39,57.0,3,4,4,63.785195
710,0.3,57.0,3,7,4,49.92273
8275,1.2,57.0,5,3,5,196.67856999999998
18068,2.29,59.0,3,2,3,376.359856
2364,0.71,56.0,3,4,3,115.00636799999998
926,0.32,55.0,5,5,7,52.106796
3133,0.82,55.0,5,4,3,135.85032999999999
7123,1.59,58.0,4,5,2,258.91432
580,0.26,56.0,5,5,5,42.65639999999999
6323,1.22,59.0,3,3,3,196.80815
534,0.32,56.0,5,3,4,52.778335999999996
1971,0.7,60.0,4,6,3,108.82921599999999
2723,0.77,55.0,4,6,2,124.254
1361,0.54,60.0,2,3,5,86.0301
2769,0.74,56.0,5,2,3,121.755564
1849,0.51,58.0,3,7,5,84.971268
8056,1.2,59.0,4,4,5,186.961152
882,0.4,59.0,4,6,3,65.524928
5805,1.1,58.0,4,3,4,183.76199999999997
781,0.33,56.0,5,7,4,53.771952000000006
5152,1.11,59.0,4,6,2,186.51787000000002
5498,1.07,59.0,4,3,4,170.84438999999998
745,0.34,58.0,4,6,4,54.212125
722,0.41,56.0,5,7,3,68.2512
631,0.36,59.0,3,3,5,59.376239999999996
492,0.24,58.0,2,5,6,38.830758
954,0.42,56.0,3,4,6,69.861528
1419,0.5,61.0,2,6,4,80.0425
11526,1.58,53.0,5,2,7,263.30904000000004
2354,0.7,57.0,4,5,3,114.437232
6998,1.01,59.0,2,7,4,156.32176
3997,0.9,59.0,4,7,3,141.21011999999996
1046,0.31,59.0,4,4,7,51.07000500000001
1624,0.55,58.0,2,5,4,93.514512
1985,0.54,55.0,5,4,6,89.36117999999999
4838,0.9,57.0,5,3,6,146.0379
10633,1.5,58.0,3,4,3,238.91225399999996
876,0.41,58.0,4,6,2,66.55819500000001
1569,0.51,60.0,3,7,3,84.03255
1728,0.57,59.0,4,4,4,93.546474
539,0.41,59.0,4,2,2,67.033176
2565,0.7,58.0,3,2,7,111.13550000000001
5699,1.25,58.0,3,2,3,202.11617999999999
3936,1.06,55.0,5,4,2,172.325076
8637,1.51,60.0,3,2,3,238.56108
1632,0.51,54.0,5,5,5,85.09962999999999
6375,1.54,56.0,1,2,2,240.74223599999996
5914,1.05,56.0,5,7,3,174.282435
5156,1.37,60.0,4,1,2,220.108189
1408,0.58,54.1,3,2,4,96.27336
923,0.41,58.0,4,4,3,67.6609
7881,1.18,58.0,4,4,6,193.205376
536,0.34,54.0,3,4,3,57.425903999999996
990,0.44,57.0,4,2,7,71.69403199999999
3390,0.88,61.0,4,7,2,141.22539200000003
492,0.33,56.0,3,7,2,54.310914
947,0.41,55.0,3,7,3,65.82700799999999
530,0.23,58.0,3,7,6,37.435122
608,0.3,61.0,4,3,4,48.741264
2513,0.7,58.0,3,2,7,114.04638
1933,0.51,57.0,5,4,7,85.50359999999999
14256,1.5,60.0,3,6,4,242.458164
3857,1.02,58.0,3,1,3,163.8364
1438,0.58,56.0,3,7,2,95.16847499999999
2160,0.53,56.0,5,5,6,86.981904
956,0.3,62.0,4,4,8,49.496832
710,0.3,59.0,3,7,4,48.11179799999999
596,0.34,58.0,4,3,5,55.670612
4851,1.01,56.0,5,3,3,166.360012
1836,0.51,54.0,5,5,5,84.88499200000001
4949,1.07,61.0,4,7,2,168.329832
1690,0.5,62.0,2,6,5,80.26788
666,0.33,57.0,5,3,6,53.650296000000004
2150,0.7,57.0,1,4,3,111.408048
1902,0.73,56.0,5,1,3,118.44260399999999
2066,0.7,62.0,3,3,3,112.540428
4480,0.96,62.0,4,5,3,156.62528999999998
4062,0.93,59.0,4,4,3,153.28852
14065,2.14,57.0,3,1,4,348.213312
2265,0.72,57.0,5,6,3,121.90675200000001
11500,2.07,56.0,5,1,4,340.58207999999996
3763,0.92,56.0,5,5,2,153.354168
906,0.38,54.6,3,5,4,62.75692799999999
2709,0.84,57.0,5,1,4,139.020084
537,0.34,60.0,3,3,4,54.2113
10797,1.01,56.0,5,7,6,166.71873600000004
2176,0.7,62.0,4,3,3,112.540428
593,0.31,59.0,4,7,2,50.43346499999999
7354,1.14,56.0,5,3,6,186.57072000000002
5821,1.05,56.0,4,6,3,172.5282
13370,2.13,58.0,1,3,2,336.31667100000004
814,0.3,57.0,4,6,5,49.044509999999995
675,0.3,57.0,2,6,3,48.131632
1015,0.41,59.0,4,7,3,66.55908000000001
1781,0.51,56.0,5,4,5,82.64652
1993,0.46,59.0,3,7,7,74.57981999999998
8256,1.26,57.0,5,7,4,203.2395
696,0.43,57.0,2,2,4,71.815344
8005,1.02,59.0,4,4,7,160.935984
2168,0.71,56.0,5,5,2,114.03674099999999
8106,1.31,58.0,4,3,4,216.54432
868,0.35,57.0,5,3,8,58.34919999999999
3378,0.62,57.0,5,4,8,104.11599000000001
1607,0.53,57.0,5,6,3,87.647478
781,0.33,56.0,5,7,4,55.023360000000004
14220,3.01,58.0,4,4,2,497.1047359999999
867,0.43,59.0,4,4,4,69.482448
2435,0.81,54.0,5,3,3,134.7276
807,0.36,59.0,4,5,4,57.78933599999999
4959,1.23,58.0,5,1,3,195.70263999999997
1755,0.71,62.0,2,1,3,110.18152200000002
2525,0.7,60.0,2,7,3,116.73798
1319,0.47,56.0,5,7,4,77.80907
8683,1.46,55.0,4,7,2,238.685436
620,0.3,55.0,3,4,5,48.635299999999994
4839,1.01,55.0,2,3,4,165.032736
5852,1.16,60.0,5,3,3,193.132188
459,0.27,55.0,5,2,6,45.5364
3254,0.74,55.0,5,3,5,123.039456
12038,1.52,60.0,3,4,4,244.265112
4909,1.01,64.0,2,3,4,162.99859500000002
4155,1.0,62.0,2,7,3,162.6534
2823,0.71,56.0,5,6,3,114.72548700000002
3073,0.7,65.0,2,7,4,112.857507
1128,0.51,61.0,5,6,2,83.22142500000001
7392,1.0,60.0,4,6,5,164.295992
1069,0.44,57.0,5,3,3,72.08292
3509,0.73,57.0,5,7,5,120.99905999999999
945,0.4,63.0,3,4,6,67.366936
14725,2.01,56.0,5,3,3,329.60986399999996
686,0.34,56.0,5,5,4,55.099455
1702,0.55,57.0,5,5,4,91.69848
511,0.33,55.0,5,3,3,54.54676500000001
5908,1.0,56.0,1,4,5,159.97743
2803,0.91,57.0,5,7,2,147.03727500000002
2724,0.72,57.0,4,5,4,116.149965
1580,0.56,56.0,5,6,3,92.65671999999999
3332,0.77,56.0,5,3,4,126.301626
1140,0.64,64.0,2,5,1,107.3134
5504,1.26,58.0,4,2,3,205.68494400000003
2939,0.83,56.0,3,5,2,134.14245599999998
2074,0.72,57.0,5,5,2,114.96319999999999
7496,1.27,58.0,4,3,4,208.5424
529,0.33,54.0,3,1,8,55.482534
1626,0.5,56.0,5,3,4,82.575045
2175,0.76,61.0,4,2,4,120.101464
4968,1.21,57.0,5,1,4,201.03098000000006
1280,0.5,61.0,1,4,5,80.772937
1746,0.5,57.0,5,6,4,81.25104400000001
1821,0.61,62.8,2,4,4,96.22667999999999
2661,0.87,57.0,4,5,2,140.59768
755,0.41,60.0,4,5,3,66.99560399999999
715,0.29,57.0,5,5,7,47.69879399999999
702,0.32,55.0,5,6,4,51.752328000000006
12140,2.12,61.0,4,1,2,341.66736000000003
504,0.28,62.0,3,3,7,46.16622
13299,1.56,58.0,4,4,4,252.70704
545,0.3,58.0,5,3,5,49.59792
489,0.31,59.0,4,2,5,50.15439000000001
506,0.3,52.0,2,1,5,49.825776
540,0.32,56.0,5,5,2,52.997175000000006
5006,1.01,56.0,5,4,3,163.428804
7371,1.2,57.0,3,4,4,191.18414400000003
648,0.39,61.0,2,2,4,60.86122
710,0.3,58.0,3,7,4,49.482576
1080,0.51,56.0,3,1,4,84.50648999999999
1193,0.57,54.0,5,4,2,94.80734999999999
924,0.31,56.0,5,6,7,50.59518400000001
829,0.35,55.0,5,7,4,57.94425
568,0.36,61.0,3,2,5,59.11864
621,0.3,53.0,5,5,5,50.47833600000001
6727,1.22,54.0,5,3,3,199.597188
1808,0.96,62.0,1,3,1,149.061984
6762,1.02,60.0,3,6,4,166.960668
12764,1.52,56.0,5,3,6,245.27124
992,0.38,57.0,5,7,6,64.254762
4328,0.9,59.0,3,3,4,143.77334
3397,0.61,54.0,5,7,6,99.65761
7233,1.51,63.0,2,2,3,236.95416
625,0.31,56.0,2,4,5,49.758852
7880,1.03,56.0,5,4,5,168.638946
717,0.41,57.0,3,7,3,64.11552
756,0.32,58.0,4,7,3,51.350336000000006
620,0.35,56.0,3,2,6,57.04782399999999
5587,1.15,59.0,3,4,3,185.90457600000002
3894,1.0,53.0,2,7,2,161.90711599999997
574,0.3,56.0,5,7,2,50.76192
4588,1.01,60.0,4,4,3,161.240148
628,0.31,57.0,5,3,4,51.895116
2264,0.74,56.0,3,3,2,120.97540000000001
816,0.32,53.0,5,6,6,53.166411999999994
9556,1.63,57.0,3,4,2,269.407216
7208,1.04,56.0,5,6,3,170.36639399999999
501,0.36,59.0,3,7,2,57.63723199999999
5020,1.01,56.0,5,2,3,162.40896000000004
1787,0.51,59.0,3,7,4,82.956288
14182,2.02,57.0,5,3,4,319.19849999999997
2051,0.53,56.0,5,4,6,88.148328
5290,1.28,56.0,4,1,3,218.1067
1330,0.54,60.0,4,5,3,87.40368
2514,0.7,57.0,3,6,2,113.20495199999999
2022,0.55,56.0,5,4,6,89.576825
878,0.3,53.0,5,3,7,49.437424
1736,0.5,55.0,5,5,4,83.49081600000001
3675,1.03,58.0,4,7,2,167.64800000000002
1956,0.53,57.0,5,7,4,87.52640000000001
1926,0.64,62.0,4,6,4,100.83309600000001
6478,1.21,56.0,5,4,4,197.43480999999997
1008,0.39,54.4,5,4,7,64.77640400000001
780,0.33,56.0,5,7,3,53.87012899999999
855,0.4,60.0,4,7,2,64.57302000000001
6805,1.24,56.0,5,7,3,201.93678000000003
480,0.33,56.0,5,2,4,54.624640000000014
1155,0.5,56.0,2,6,3,79.99712
802,0.31,60.0,4,5,4,50.259370000000004
4304,0.9,57.0,5,7,3,144.29676800000001
589,0.34,56.0,4,2,3,57.126366000000004
943,0.43,55.0,5,3,6,70.36477
583,0.27,53.0,5,5,4,45.47004
6440,1.18,57.0,5,3,3,193.281528
647,0.31,53.0,5,4,6,52.061888
517,0.26,61.0,2,5,6,43.33113399999999
2231,0.7,58.0,3,5,3,115.58670600000002
3959,1.01,61.0,2,7,2,161.987865
11415,1.57,58.0,4,3,4,254.7006
629,0.36,55.0,5,5,4,59.282039999999995
2036,0.58,57.0,4,5,4,98.21932000000001
1397,0.4,57.0,5,6,7,64.584232
707,0.31,58.0,2,3,7,50.29171200000001
2362,0.52,56.0,5,7,6,85.73411000000002
1008,0.43,55.0,5,3,6,70.36477
2259,0.83,61.0,3,4,2,132.312
7911,1.21,58.0,2,5,4,190.659282
3264,0.72,57.0,3,5,5,116.87735999999998
596,0.4,57.0,2,2,3,65.48698
729,0.36,62.0,4,3,4,58.400496
743,0.33,56.0,5,2,6,53.920187999999996
17999,2.09,56.0,5,2,4,338.75271
1723,0.56,55.0,5,5,4,92.026956
688,0.4,53.0,5,5,2,66.472812
18780,1.6,56.0,5,5,5,261.21096
524,0.3,57.0,5,7,3,48.88402
1281,0.51,56.0,5,4,3,84.83158800000001
470,0.27,58.0,3,7,5,44.555616
13092,2.09,60.0,4,1,2,348.8883839999999
1827,0.7,59.0,4,1,3,115.97520000000002
1438,0.51,57.0,3,4,4,82.48064
926,0.32,60.0,3,5,7,51.114239999999995
900,0.32,59.0,4,6,4,52.628400000000006
4421,1.07,57.0,5,4,2,174.81622499999997
4766,1.12,55.0,2,2,4,183.383811
6573,1.31,59.0,5,2,5,207.229428
5599,1.01,57.0,5,6,3,164.50383399999998
3750,0.9,56.0,2,5,5,134.75104
6467,1.03,56.0,5,5,4,171.624688
12030,1.7,55.0,5,2,5,278.1506
472,0.23,57.0,2,6,7,37.7325
1061,0.41,59.0,4,4,4,66.30525
6783,1.25,57.0,4,3,3,202.58738000000002
1565,0.5,58.0,3,7,4,82.789868
2107,0.7,56.0,3,3,3,112.56537599999999
2965,0.71,56.0,5,2,5,115.97414399999998
663,0.36,57.0,3,7,3,60.066468
6720,1.0,60.0,4,6,4,160.831661
5821,1.05,56.0,3,7,3,176.612
3218,0.77,59.0,4,5,4,124.99578000000001
965,0.33,57.0,4,4,6,54.2232
1187,0.41,60.0,4,6,6,67.92970600000001
3192,0.81,57.0,5,4,3,134.05396199999998
1787,0.51,56.0,5,7,4,83.261318
4373,1.32,61.0,4,4,2,218.78744999999998
927,0.48,56.0,5,3,3,80.25665999999998
3724,0.9,57.0,2,5,3,145.65906
13117,2.02,58.0,4,2,2,322.109736
4799,1.01,58.0,3,7,2,164.346
7297,1.27,57.0,5,3,3,209.44197599999998
1061,0.41,58.0,4,4,4,66.502912
1443,0.51,54.0,2,6,3,83.28258000000001
7150,0.92,58.0,3,7,6,147.076254
3455,1.02,62.0,3,6,1,165.36284799999999
716,0.43,55.0,5,2,4,71.38666499999998
658,0.35,60.0,3,4,4,57.43099999999999
660,0.32,56.0,3,4,5,54.02656000000001
1940,0.7,57.0,3,5,2,112.24418399999998
11957,1.55,56.0,3,5,3,254.49192000000002
2724,0.56,60.0,3,6,8,91.41696
2701,0.81,58.0,3,2,3,131.5512
14386,1.5,58.0,4,6,4,250.535148
825,0.36,58.6,3,5,5,59.635884
5864,1.01,61.0,4,4,4,162.28812
1920,0.56,63.0,2,6,4,89.95573799999998
10222,1.07,56.0,5,6,6,173.25395999999998
2920,0.72,55.0,5,5,3,120.03615
3016,0.76,55.0,5,3,4,125.20871999999999
5000,1.08,56.0,5,2,4,177.825219
3918,1.1,56.0,4,5,2,180.541696
3496,1.02,58.0,4,4,2,164.80384
1161,0.51,57.0,5,3,3,82.31195999999998
802,0.3,60.0,5,5,7,50.06971200000001
6325,1.06,58.0,4,4,4,177.15519999999998
2652,0.71,56.0,3,7,3,117.699357
603,0.37,56.0,5,2,4,61.142928
10916,1.26,57.0,5,4,7,209.256912
1605,0.55,55.0,5,4,3,90.09
2751,0.7,55.0,5,5,5,116.35266999999999
16256,2.02,57.0,5,5,2,324.65852099999995
687,0.42,62.0,3,4,3,68.49461
5700,1.01,62.0,2,7,3,159.6348
2889,0.7,54.0,3,6,4,113.876936
2635,0.7,53.0,5,5,3,116.0235
2551,0.7,56.0,5,7,2,117.53630000000001
12477,1.52,55.0,5,5,3,251.945928
2553,0.76,55.0,5,4,2,125.71779000000001
954,0.38,58.0,5,5,6,62.420700000000004
1110,0.53,55.0,3,5,2,87.572562
1751,0.51,54.0,3,5,5,84.806595
1708,0.54,61.0,3,2,8,88.58369499999999
8985,1.21,56.0,5,4,5,199.16711999999998
4620,1.1,58.0,4,3,2,182.35602
2198,0.72,58.0,3,3,3,116.433752
8366,1.52,59.0,4,1,5,245.300704
4137,0.9,60.0,4,4,4,145.18521199999998
650,0.34,59.0,4,7,2,56.14164
17323,2.04,54.0,3,2,3,336.25728
4413,1.03,60.0,4,4,2,166.72240000000002
3129,0.75,55.0,5,6,2,119.22768
4744,1.2,56.0,5,1,2,196.385133
4587,0.92,56.0,5,3,3,149.04
693,0.33,61.0,4,4,4,54.059733
2753,0.61,59.0,4,5,7,99.42912000000001
4769,1.03,55.0,5,5,2,167.28234600000002
8779,1.6,55.0,5,3,2,263.79096
875,0.36,57.0,5,5,4,59.71812
14494,1.04,57.0,5,7,8,170.105496
4501,1.02,54.0,5,4,2,166.200066
4682,1.1,55.0,3,3,3,175.98933
1915,0.56,56.0,5,5,5,92.65671999999999
1046,0.31,59.0,4,6,6,49.880054
1107,0.41,56.0,5,5,4,67.41695999999999
11247,1.31,57.0,5,4,7,212.80957999999995
935,0.47,56.0,3,2,4,76.690008
1657,0.7,57.0,5,1,5,116.83557599999999
689,0.34,58.0,2,3,5,57.14423000000001
755,0.31,62.0,5,4,7,50.989743
2588,0.71,58.0,3,5,4,115.29390000000002
596,0.28,62.0,3,7,7,45.62664
707,0.31,54.0,5,3,7,51.487676
4537,1.1,55.0,5,1,4,180.718888
710,0.3,59.0,4,6,5,48.92553600000001
709,0.35,62.0,4,3,4,57.85071600000001
577,0.3,55.0,5,3,6,49.799330000000005
13949,1.7,55.0,5,3,5,279.144693
1694,0.52,57.0,5,6,4,84.74043599999999
7503,1.11,57.6,3,4,5,183.39642
13320,2.0,56.0,5,3,4,343.459548
4435,1.0,62.0,4,6,3,163.92127599999998
2314,0.55,60.0,3,4,8,91.357242
2584,0.72,59.0,4,5,4,117.86867500000001
6648,1.02,56.0,5,4,4,167.9552
1935,0.5,55.0,5,4,6,82.16464500000001
2192,0.7,55.0,3,5,3,115.12008000000002
4737,1.0,60.0,2,4,3,155.60760599999998
13867,1.76,58.0,4,7,2,291.84180000000003
1134,0.63,64.0,2,1,3,105.55574399999999
5241,1.03,56.0,5,4,3,168.22
1656,0.51,57.0,5,6,4,81.830912
1577,0.52,55.0,5,6,3,85.42947600000001
2273,0.53,54.0,5,6,6,87.94558800000001
12084,2.01,60.0,3,1,3,315.91341399999993
7816,1.34,60.0,4,3,4,216.77057999999997
878,0.3,55.0,5,4,6,49.78287600000001
1790,0.58,56.0,5,5,4,95.02537199999999
16357,2.1,59.0,4,5,2,338.416416
4537,1.1,59.0,3,2,3,175.411302
4791,1.1,58.0,3,6,3,182.227496
2066,0.72,58.0,3,1,5,117.45869699999999
1440,0.63,65.0,2,2,4,106.97566200000001
2010,0.56,55.0,5,6,5,92.307072
1944,0.54,56.0,5,3,7,90.05568000000001
904,0.41,57.0,3,6,3,67.82820000000001
1008,0.43,56.0,5,3,6,71.20386000000002
8471,1.5,58.0,5,3,2,240.28131599999998
2869,0.72,57.0,5,3,6,117.59721599999999
955,0.33,55.0,5,5,7,55.174104
1725,0.54,56.0,5,7,4,89.088384
756,0.32,55.0,5,2,7,51.705024
2964,0.75,56.0,5,6,3,123.542864
4989,0.83,55.0,5,4,5,136.57874999999999
438,0.34,57.0,5,5,2,56.74859999999999
1226,0.58,56.0,4,5,2,93.81525599999999
8019,1.13,58.0,4,4,6,185.220368
4925,0.9,59.0,3,6,4,149.47001999999998
4004,1.1,57.0,4,3,2,184.974582
588,0.33,54.0,3,5,3,55.15801199999999
15240,1.5,60.0,4,7,4,243.71853000000002
3011,1.2,55.0,1,2,1,186.754974
1695,0.54,59.0,5,6,4,87.90728800000001
1255,0.44,57.0,5,3,8,72.213334
4096,0.92,60.0,4,7,2,150.980625
4591,1.06,58.0,5,2,2,171.42840000000004
4084,0.64,54.0,5,7,7,105.652232
3774,1.04,57.0,4,2,2,170.26387300000002
1912,0.59,56.0,5,7,3,96.56334000000001
2803,0.74,56.0,3,6,3,121.638636
976,0.43,56.0,3,4,6,70.621408
11452,1.53,63.0,3,3,4,245.75265
13250,1.38,56.0,5,4,7,224.50428000000002
692,0.4,55.0,5,4,3,66.053568
1628,0.63,54.0,5,4,3,104.96390399999999
6951,1.01,58.0,5,4,5,164.3508
8430,1.13,58.0,5,6,4,186.780902
972,0.32,57.0,5,7,4,52.997175000000006
2318,0.7,56.0,3,6,3,114.2736
1076,0.41,58.0,4,5,5,67.377204
5592,1.2,59.0,4,3,3,187.63852799999995
477,0.34,57.0,3,2,4,55.098624000000015
4452,1.0,56.0,5,5,2,164.07431
5183,1.02,58.0,4,6,3,168.75054
402,0.23,59.0,2,6,5,36.27393
505,0.32,58.0,4,3,4,53.586360000000006
1585,0.53,55.0,5,6,3,88.01104000000001
3477,1.01,55.0,1,5,2,163.49241999999998
1668,0.51,56.0,2,7,4,82.76688
6933,1.05,57.0,5,5,4,169.69176000000002
2066,0.56,57.0,5,7,4,91.16105999999999
5864,1.0,59.0,4,5,4,160.08655199999998
526,0.3,58.0,4,3,5,48.330616
8796,1.1,59.0,5,5,5,177.11912399999997
2294,0.72,60.0,3,7,2,115.79097599999999
2290,0.44,56.0,5,7,7,74.348505
3478,0.9,63.0,3,4,2,149.941875
1063,0.35,56.0,5,6,5,57.15539999999999
5376,1.0,58.0,2,6,4,154.36512000000002
3751,0.92,60.0,4,4,3,148.410202
1420,0.5,61.0,4,6,4,83.2858
764,0.3,58.0,5,3,8,48.58656
743,0.33,59.0,4,4,4,53.76976000000001
847,0.42,57.0,5,4,4,68.85648
1688,0.53,56.0,2,5,5,86.413166
2174,0.51,58.0,2,7,6,83.00097
4591,1.05,56.0,5,5,2,175.10476799999995
9551,1.72,59.0,4,3,3,271.54632
1715,0.8,57.0,1,4,1,128.797526
5880,1.0,57.0,4,7,3,162.995112
3397,0.81,55.0,5,4,4,134.8956
1106,0.59,59.0,4,3,3,95.309928
9467,1.61,58.0,2,4,4,258.112256
568,0.36,62.0,3,3,4,58.400496
10333,1.7,55.0,5,3,4,273.125944
5132,1.01,60.0,2,6,3,160.16742
1943,0.79,60.0,2,5,2,124.48980000000002
4401,0.9,57.0,5,5,3,146.71124999999998
10618,1.52,57.0,3,3,4,248.96198399999997
5921,1.32,60.0,4,2,2,217.41720000000004
2998,0.7,57.0,5,7,4,117.455825
2699,0.7,61.0,2,4,4,109.36695
11133,1.7,56.0,3,3,6,274.85211599999997
747,0.3,55.0,5,4,7,50.058494999999986
3720,0.8,57.0,3,5,5,131.24904
1279,0.5,61.0,2,6,3,79.657092
1020,0.4,55.0,5,4,3,64.72340700000001
990,0.4,56.0,5,7,3,65.27454000000002
2057,0.7,58.0,3,4,2,114.85531199999998
1781,0.51,56.0,5,4,5,82.767432
5688,1.11,57.0,5,3,3,181.15646399999997
11262,1.4,58.0,3,4,5,219.186261
2421,0.7,60.0,3,3,5,113.07340799999999
898,0.4,55.0,5,6,5,67.34740000000001
5378,1.03,56.0,5,2,4,168.41369999999998
10553,1.51,67.0,1,4,4,248.999058
4360,1.02,58.0,5,3,2,169.1898
4782,1.22,64.0,2,3,2,202.338675
18002,2.09,59.0,4,5,2,342.57128100000006
2805,0.74,56.0,4,5,4,119.80827999999998
491,0.3,59.0,4,3,5,48.2035
13182,2.1,55.0,5,2,3,336.40639200000004
407,0.25,57.0,5,4,3,41.701231
700,0.31,55.0,5,5,6,50.59518400000001
15710,2.27,54.0,5,2,2,370.341312
